Negative,Positive,All,negative_perc,positive_perc
78,74,152,51.31578947368421,48.68421052631579
41,98,139,29.496402877697843,70.50359712230215
36,64,100,36.0,64.0
13,24,37,35.13513513513514,64.86486486486487
9,17,26,34.61538461538461,65.38461538461539
43,70,113,38.05309734513274,61.94690265486725
7,36,43,16.27906976744186,83.72093023255815
16,78,94,17.02127659574468,82.97872340425532
30,127,157,19.10828025477707,80.89171974522293
10,23,33,30.303030303030305,69.6969696969697
28,38,66,42.42424242424242,57.57575757575758
3,22,25,12.0,88.0
2,30,32,6.25,93.75
5,4,9,55.55555555555556,44.44444444444444
54,60,114,47.368421052631575,52.63157894736842
5,16,21,23.809523809523807,76.19047619047619
8,21,29,27.586206896551722,72.41379310344827
1,9,10,10.0,90.0
6,24,30,20.0,80.0
28,25,53,52.83018867924528,47.16981132075472
26,155,181,14.3646408839779,85.6353591160221
40,120,160,25.0,75.0
4,15,19,21.052631578947366,78.94736842105263
24,15,39,61.53846153846154,38.46153846153847
15,9,24,62.5,37.5
15,16,31,48.38709677419355,51.61290322580645
2,31,33,6.0606060606060606,93.93939393939394
18,73,91,19.78021978021978,80.21978021978022
10,25,35,28.57142857142857,71.42857142857143
9,9,18,50.0,50.0
4,16,20,20.0,80.0
3,8,11,27.27272727272727,72.72727272727273
37,47,84,44.047619047619044,55.952380952380956
8,21,29,27.586206896551722,72.41379310344827
11,55,66,16.666666666666664,83.33333333333334
45,47,92,48.91304347826087,51.08695652173913
3,22,25,12.0,88.0
5,16,21,23.809523809523807,76.19047619047619
7,37,44,15.909090909090908,84.0909090909091
0,7,7,0.0,100.0
13,43,56,23.214285714285715,76.78571428571429
31,86,117,26.495726495726498,73.50427350427351
8,9,17,47.05882352941176,52.94117647058824
50,67,117,42.73504273504273,57.26495726495726
3,7,10,30.0,70.0
6,16,22,27.27272727272727,72.72727272727273
11,77,88,12.5,87.5
2,15,17,11.76470588235294,88.23529411764706
6,35,41,14.634146341463413,85.36585365853658
17,70,87,19.54022988505747,80.45977011494253
5,21,26,19.230769230769234,80.76923076923077
12,44,56,21.428571428571427,78.57142857142857
23,113,136,16.911764705882355,83.08823529411765
22,95,117,18.803418803418804,81.19658119658119
14,18,32,43.75,56.25
5,14,19,26.31578947368421,73.68421052631578
45,129,174,25.862068965517242,74.13793103448276
4,11,15,26.666666666666668,73.33333333333333
4,22,26,15.384615384615385,84.61538461538461
0,10,10,0.0,100.0
30,75,105,28.57142857142857,71.42857142857143
54,89,143,37.76223776223776,62.23776223776224
6,17,23,26.08695652173913,73.91304347826086
4,32,36,11.11111111111111,88.88888888888889
4,18,22,18.181818181818183,81.81818181818183
5,14,19,26.31578947368421,73.68421052631578
2,36,38,5.263157894736842,94.73684210526315
12,21,33,36.36363636363637,63.63636363636363
16,44,60,26.666666666666668,73.33333333333333
8,138,146,5.47945205479452,94.52054794520548
12,30,42,28.57142857142857,71.42857142857143
3,13,16,18.75,81.25
69,59,128,53.90625,46.09375
52,75,127,40.94488188976378,59.055118110236215
23,28,51,45.09803921568628,54.90196078431373
26,93,119,21.84873949579832,78.15126050420169
33,93,126,26.190476190476193,73.80952380952381
1,41,42,2.380952380952381,97.61904761904762
39,24,63,61.904761904761905,38.095238095238095
29,24,53,54.71698113207547,45.28301886792453
25,39,64,39.0625,60.9375
27,14,41,65.85365853658537,34.146341463414636
5,33,38,13.157894736842104,86.8421052631579
2,27,29,6.896551724137931,93.10344827586206
8,27,35,22.857142857142858,77.14285714285715
6,24,30,20.0,80.0
16,28,44,36.36363636363637,63.63636363636363
8,28,36,22.22222222222222,77.77777777777779
36,22,58,62.06896551724138,37.93103448275862
3,16,19,15.789473684210526,84.21052631578947
3,10,13,23.076923076923077,76.92307692307693
9,22,31,29.03225806451613,70.96774193548387
5,11,16,31.25,68.75
6,5,11,54.54545454545454,45.45454545454545
16,21,37,43.24324324324324,56.75675675675676
14,25,39,35.8974358974359,64.1025641025641
53,88,141,37.5886524822695,62.4113475177305
0,7,7,0.0,100.0
0,6,6,0.0,100.0
6,12,18,33.33333333333333,66.66666666666666
29,20,49,59.183673469387756,40.816326530612244
2,5,7,28.57142857142857,71.42857142857143
5,27,32,15.625,84.375
6,15,21,28.57142857142857,71.42857142857143
5,18,23,21.73913043478261,78.26086956521739
0,13,13,0.0,100.0
8,11,19,42.10526315789473,57.89473684210527
31,30,61,50.81967213114754,49.18032786885246
11,36,47,23.404255319148938,76.59574468085107
10,32,42,23.809523809523807,76.19047619047619
9,113,122,7.377049180327869,92.62295081967213
4,38,42,9.523809523809524,90.47619047619048
4,12,16,25.0,75.0
3,11,14,21.428571428571427,78.57142857142857
14,12,26,53.84615384615385,46.15384615384615
3,12,15,20.0,80.0
4,16,20,20.0,80.0
65,24,89,73.03370786516854,26.96629213483146
36,31,67,53.73134328358209,46.26865671641791
21,79,100,21.0,79.0
19,92,111,17.117117117117118,82.88288288288288
5,16,21,23.809523809523807,76.19047619047619
5,17,22,22.727272727272727,77.27272727272727
14,28,42,33.33333333333333,66.66666666666666
19,25,44,43.18181818181818,56.81818181818182
4,11,15,26.666666666666668,73.33333333333333
8,32,40,20.0,80.0
9,31,40,22.5,77.5
10,38,48,20.833333333333336,79.16666666666666
51,35,86,59.30232558139535,40.69767441860465
1,7,8,12.5,87.5
5,11,16,31.25,68.75
9,42,51,17.647058823529413,82.35294117647058
52,66,118,44.06779661016949,55.932203389830505
35,66,101,34.65346534653465,65.34653465346535
4,11,15,26.666666666666668,73.33333333333333
64,62,126,50.79365079365079,49.2063492063492
4,7,11,36.36363636363637,63.63636363636363
14,18,32,43.75,56.25
4,25,29,13.793103448275861,86.20689655172413
28,95,123,22.76422764227642,77.23577235772358
11,45,56,19.642857142857142,80.35714285714286
63,43,106,59.43396226415094,40.56603773584906
3,8,11,27.27272727272727,72.72727272727273
8,23,31,25.806451612903224,74.19354838709677
10,5,15,66.66666666666666,33.33333333333333
10,11,21,47.61904761904761,52.38095238095239
4,17,21,19.047619047619047,80.95238095238095
15,37,52,28.846153846153843,71.15384615384616
47,65,112,41.964285714285715,58.03571428571429
1,20,21,4.761904761904762,95.23809523809523
3,20,23,13.043478260869565,86.95652173913044
1,13,14,7.142857142857142,92.85714285714286
3,13,16,18.75,81.25
6,25,31,19.35483870967742,80.64516129032258
20,18,38,52.63157894736842,47.368421052631575
4,10,14,28.57142857142857,71.42857142857143
13,62,75,17.333333333333336,82.66666666666667
25,65,90,27.77777777777778,72.22222222222221
2,19,21,9.523809523809524,90.47619047619048
5,26,31,16.129032258064516,83.87096774193549
10,40,50,20.0,80.0
8,33,41,19.51219512195122,80.48780487804879
1,12,13,7.6923076923076925,92.3076923076923
12,39,51,23.52941176470588,76.47058823529412
5,31,36,13.88888888888889,86.11111111111111
34,45,79,43.037974683544306,56.9620253164557
13,31,44,29.545454545454547,70.45454545454545
3,9,12,25.0,75.0
9,77,86,10.465116279069768,89.53488372093024
19,37,56,33.92857142857143,66.07142857142857
4,15,19,21.052631578947366,78.94736842105263
54,123,177,30.508474576271187,69.49152542372882
3,5,8,37.5,62.5
36,24,60,60.0,40.0
3,11,14,21.428571428571427,78.57142857142857
6,24,30,20.0,80.0
84,88,172,48.837209302325576,51.162790697674424
59,108,167,35.32934131736527,64.67065868263472
12,24,36,33.33333333333333,66.66666666666666
4,13,17,23.52941176470588,76.47058823529412
45,51,96,46.875,53.125
3,15,18,16.666666666666664,83.33333333333334
3,33,36,8.333333333333332,91.66666666666666
36,36,72,50.0,50.0
1,20,21,4.761904761904762,95.23809523809523
5,28,33,15.151515151515152,84.84848484848484
2,20,22,9.090909090909092,90.9090909090909
12,29,41,29.268292682926827,70.73170731707317
14,72,86,16.27906976744186,83.72093023255815
15,48,63,23.809523809523807,76.19047619047619
14,69,83,16.867469879518072,83.13253012048193
7,32,39,17.94871794871795,82.05128205128204
23,71,94,24.46808510638298,75.53191489361703
7,33,40,17.5,82.5
4,4,8,50.0,50.0
3,40,43,6.976744186046512,93.02325581395348
3,9,12,25.0,75.0
5,34,39,12.82051282051282,87.17948717948718
5,7,12,41.66666666666667,58.333333333333336
5,13,18,27.77777777777778,72.22222222222221
54,74,128,42.1875,57.8125
26,159,185,14.054054054054054,85.94594594594595
19,19,38,50.0,50.0
7,10,17,41.17647058823529,58.82352941176471
4,13,17,23.52941176470588,76.47058823529412
12,14,26,46.15384615384615,53.84615384615385
19,59,78,24.358974358974358,75.64102564102564
17,87,104,16.346153846153847,83.65384615384616
4,23,27,14.814814814814813,85.18518518518519
11,6,17,64.70588235294117,35.294117647058826
5,12,17,29.411764705882355,70.58823529411765
16,67,83,19.27710843373494,80.72289156626506
2,13,15,13.333333333333334,86.66666666666667
14,26,40,35.0,65.0
8,14,22,36.36363636363637,63.63636363636363
31,39,70,44.285714285714285,55.714285714285715
43,27,70,61.42857142857143,38.57142857142858
14,68,82,17.073170731707318,82.92682926829268
4,15,19,21.052631578947366,78.94736842105263
4,70,74,5.405405405405405,94.5945945945946
24,77,101,23.762376237623762,76.23762376237624
3,17,20,15.0,85.0
5,7,12,41.66666666666667,58.333333333333336
3,11,14,21.428571428571427,78.57142857142857
4,16,20,20.0,80.0
44,58,102,43.13725490196079,56.86274509803921
3,17,20,15.0,85.0
5,20,25,20.0,80.0
7,11,18,38.88888888888889,61.111111111111114
6,7,13,46.15384615384615,53.84615384615385
11,9,20,55.00000000000001,45.0
7,40,47,14.893617021276595,85.1063829787234
8,16,24,33.33333333333333,66.66666666666666
26,33,59,44.06779661016949,55.932203389830505
3,6,9,33.33333333333333,66.66666666666666
30,54,84,35.714285714285715,64.28571428571429
33,119,152,21.710526315789476,78.28947368421053
4,8,12,33.33333333333333,66.66666666666666
24,111,135,17.77777777777778,82.22222222222221
16,59,75,21.333333333333336,78.66666666666666
14,19,33,42.42424242424242,57.57575757575758
2,22,24,8.333333333333332,91.66666666666666
29,68,97,29.896907216494846,70.10309278350515
10,52,62,16.129032258064516,83.87096774193549
7,7,14,50.0,50.0
10,46,56,17.857142857142858,82.14285714285714
8,25,33,24.242424242424242,75.75757575757575
34,109,143,23.776223776223777,76.22377622377621
6,6,12,50.0,50.0
2,21,23,8.695652173913043,91.30434782608695
9,9,18,50.0,50.0
47,41,88,53.40909090909091,46.590909090909086
16,48,64,25.0,75.0
59,65,124,47.58064516129033,52.41935483870967
5,11,16,31.25,68.75
4,10,14,28.57142857142857,71.42857142857143
21,12,33,63.63636363636363,36.36363636363637
1,10,11,9.090909090909092,90.9090909090909
5,27,32,15.625,84.375
24,73,97,24.742268041237114,75.25773195876289
8,30,38,21.052631578947366,78.94736842105263
9,68,77,11.688311688311687,88.31168831168831
11,72,83,13.253012048192772,86.74698795180723
1,5,6,16.666666666666664,83.33333333333334
4,23,27,14.814814814814813,85.18518518518519
5,27,32,15.625,84.375
12,18,30,40.0,60.0
6,70,76,7.894736842105263,92.10526315789474
4,18,22,18.181818181818183,81.81818181818183
7,19,26,26.923076923076923,73.07692307692307
13,9,22,59.09090909090909,40.909090909090914
5,5,10,50.0,50.0
7,28,35,20.0,80.0
10,42,52,19.230769230769234,80.76923076923077
11,14,25,44.0,56.00000000000001
9,13,22,40.909090909090914,59.09090909090909
14,49,63,22.22222222222222,77.77777777777779
21,72,93,22.58064516129032,77.41935483870968
20,12,32,62.5,37.5
9,43,52,17.307692307692307,82.6923076923077
7,9,16,43.75,56.25
73,49,122,59.83606557377049,40.16393442622951
15,22,37,40.54054054054054,59.45945945945946
18,20,38,47.368421052631575,52.63157894736842
3,30,33,9.090909090909092,90.9090909090909
4,3,7,57.14285714285714,42.857142857142854
4,17,21,19.047619047619047,80.95238095238095
7,13,20,35.0,65.0
49,34,83,59.036144578313255,40.963855421686745
2,13,15,13.333333333333334,86.66666666666667
39,32,71,54.929577464788736,45.07042253521127
53,97,150,35.333333333333336,64.66666666666666
13,27,40,32.5,67.5
38,81,119,31.932773109243694,68.0672268907563
30,123,153,19.607843137254903,80.3921568627451
6,16,22,27.27272727272727,72.72727272727273
4,11,15,26.666666666666668,73.33333333333333
9,31,40,22.5,77.5
5,18,23,21.73913043478261,78.26086956521739
4,10,14,28.57142857142857,71.42857142857143
10,21,31,32.25806451612903,67.74193548387096
4,10,14,28.57142857142857,71.42857142857143
4,15,19,21.052631578947366,78.94736842105263
2,9,11,18.181818181818183,81.81818181818183
5,12,17,29.411764705882355,70.58823529411765
3,3,6,50.0,50.0
44,43,87,50.57471264367817,49.42528735632184
7,34,41,17.073170731707318,82.92682926829268
4,4,8,50.0,50.0
2,11,13,15.384615384615385,84.61538461538461
16,76,92,17.391304347826086,82.6086956521739
13,15,28,46.42857142857143,53.57142857142857
8,9,17,47.05882352941176,52.94117647058824
12,56,68,17.647058823529413,82.35294117647058
16,58,74,21.62162162162162,78.37837837837837
10,36,46,21.73913043478261,78.26086956521739
1,6,7,14.285714285714285,85.71428571428571
7,7,14,50.0,50.0
10,11,21,47.61904761904761,52.38095238095239
7,13,20,35.0,65.0
0,19,19,0.0,100.0
2,17,19,10.526315789473683,89.47368421052632
16,89,105,15.238095238095239,84.76190476190476
3,21,24,12.5,87.5
3,3,6,50.0,50.0
1,6,7,14.285714285714285,85.71428571428571
10,13,23,43.47826086956522,56.52173913043478
7,50,57,12.280701754385964,87.71929824561403
3,18,21,14.285714285714285,85.71428571428571
65,58,123,52.84552845528455,47.15447154471545
2,12,14,14.285714285714285,85.71428571428571
8,20,28,28.57142857142857,71.42857142857143
4,31,35,11.428571428571429,88.57142857142857
4,16,20,20.0,80.0
49,67,116,42.241379310344826,57.758620689655174
28,37,65,43.07692307692308,56.92307692307692
11,17,28,39.285714285714285,60.71428571428571
6,23,29,20.689655172413794,79.3103448275862
14,13,27,51.85185185185185,48.148148148148145
2,8,10,20.0,80.0
5,24,29,17.24137931034483,82.75862068965517
38,58,96,39.58333333333333,60.416666666666664
7,1,8,87.5,12.5
11,20,31,35.483870967741936,64.51612903225806
19,19,38,50.0,50.0
35,58,93,37.634408602150536,62.365591397849464
12,9,21,57.14285714285714,42.857142857142854
4,8,12,33.33333333333333,66.66666666666666
19,14,33,57.57575757575758,42.42424242424242
4,12,16,25.0,75.0
4,20,24,16.666666666666664,83.33333333333334
19,25,44,43.18181818181818,56.81818181818182
51,129,180,28.333333333333332,71.66666666666667
8,16,24,33.33333333333333,66.66666666666666
2,24,26,7.6923076923076925,92.3076923076923
28,114,142,19.718309859154928,80.28169014084507
5,33,38,13.157894736842104,86.8421052631579
4,31,35,11.428571428571429,88.57142857142857
4,17,21,19.047619047619047,80.95238095238095
33,49,82,40.243902439024396,59.756097560975604
16,25,41,39.02439024390244,60.97560975609756
6,33,39,15.384615384615385,84.61538461538461
28,70,98,28.57142857142857,71.42857142857143
28,125,153,18.30065359477124,81.69934640522875
12,9,21,57.14285714285714,42.857142857142854
46,79,125,36.8,63.2
11,41,52,21.153846153846153,78.84615384615384
4,16,20,20.0,80.0
14,32,46,30.434782608695656,69.56521739130434
31,29,60,51.66666666666667,48.333333333333336
3,3,6,50.0,50.0
32,161,193,16.580310880829018,83.41968911917098
5,18,23,21.73913043478261,78.26086956521739
28,76,104,26.923076923076923,73.07692307692307
9,24,33,27.27272727272727,72.72727272727273
18,56,74,24.324324324324326,75.67567567567568
3,59,62,4.838709677419355,95.16129032258065
1,29,30,3.3333333333333335,96.66666666666667
44,48,92,47.82608695652174,52.17391304347826
17,40,57,29.82456140350877,70.17543859649122
24,71,95,25.263157894736842,74.73684210526315
2,21,23,8.695652173913043,91.30434782608695
60,167,227,26.431718061674008,73.568281938326
14,38,52,26.923076923076923,73.07692307692307
5,20,25,20.0,80.0
39,99,138,28.26086956521739,71.73913043478261
23,38,61,37.704918032786885,62.295081967213115
4,7,11,36.36363636363637,63.63636363636363
8,11,19,42.10526315789473,57.89473684210527
23,17,40,57.49999999999999,42.5
13,39,52,25.0,75.0
13,39,52,25.0,75.0
79,72,151,52.317880794701985,47.682119205298015
69,55,124,55.64516129032258,44.354838709677416
57,40,97,58.76288659793815,41.23711340206185
4,9,13,30.76923076923077,69.23076923076923
21,76,97,21.649484536082475,78.35051546391753
32,61,93,34.40860215053764,65.59139784946237
32,79,111,28.82882882882883,71.17117117117117
2,15,17,11.76470588235294,88.23529411764706
1,7,8,12.5,87.5
5,13,18,27.77777777777778,72.22222222222221
14,27,41,34.146341463414636,65.85365853658537
3,8,11,27.27272727272727,72.72727272727273
25,105,130,19.230769230769234,80.76923076923077
9,21,30,30.0,70.0
8,5,13,61.53846153846154,38.46153846153847
21,60,81,25.925925925925924,74.07407407407408
21,85,106,19.81132075471698,80.18867924528303
32,81,113,28.31858407079646,71.68141592920354
24,82,106,22.641509433962266,77.35849056603774
15,18,33,45.45454545454545,54.54545454545454
8,8,16,50.0,50.0
50,100,150,33.33333333333333,66.66666666666666
17,42,59,28.8135593220339,71.1864406779661
7,10,17,41.17647058823529,58.82352941176471
23,26,49,46.93877551020408,53.06122448979592
21,29,50,42.0,57.99999999999999
15,7,22,68.18181818181817,31.818181818181817
2,18,20,10.0,90.0
66,45,111,59.45945945945946,40.54054054054054
5,11,16,31.25,68.75
8,15,23,34.78260869565217,65.21739130434783
5,9,14,35.714285714285715,64.28571428571429
12,11,23,52.17391304347826,47.82608695652174
6,22,28,21.428571428571427,78.57142857142857
6,26,32,18.75,81.25
21,72,93,22.58064516129032,77.41935483870968
2,15,17,11.76470588235294,88.23529411764706
3,13,16,18.75,81.25
23,81,104,22.115384615384613,77.88461538461539
1,18,19,5.263157894736842,94.73684210526315
8,16,24,33.33333333333333,66.66666666666666
7,12,19,36.84210526315789,63.1578947368421
8,6,14,57.14285714285714,42.857142857142854
4,7,11,36.36363636363637,63.63636363636363
4,30,34,11.76470588235294,88.23529411764706
1,18,19,5.263157894736842,94.73684210526315
4,16,20,20.0,80.0
12,31,43,27.906976744186046,72.09302325581395
11,17,28,39.285714285714285,60.71428571428571
10,5,15,66.66666666666666,33.33333333333333
18,36,54,33.33333333333333,66.66666666666666
5,1,6,83.33333333333334,16.666666666666664
5,16,21,23.809523809523807,76.19047619047619
29,47,76,38.15789473684211,61.8421052631579
47,62,109,43.11926605504588,56.88073394495413
3,25,28,10.714285714285714,89.28571428571429
34,40,74,45.94594594594595,54.054054054054056
10,7,17,58.82352941176471,41.17647058823529
2,17,19,10.526315789473683,89.47368421052632
7,8,15,46.666666666666664,53.333333333333336
2,8,10,20.0,80.0
11,28,39,28.205128205128204,71.7948717948718
6,18,24,25.0,75.0
49,41,90,54.44444444444444,45.55555555555556
9,40,49,18.367346938775512,81.63265306122449
2,7,9,22.22222222222222,77.77777777777779
73,64,137,53.284671532846716,46.715328467153284
7,6,13,53.84615384615385,46.15384615384615
7,21,28,25.0,75.0
4,16,20,20.0,80.0
1,7,8,12.5,87.5
9,18,27,33.33333333333333,66.66666666666666
19,55,74,25.675675675675674,74.32432432432432
6,6,12,50.0,50.0
21,84,105,20.0,80.0
55,34,89,61.79775280898876,38.20224719101123
12,17,29,41.37931034482759,58.620689655172406
5,10,15,33.33333333333333,66.66666666666666
13,15,28,46.42857142857143,53.57142857142857
6,5,11,54.54545454545454,45.45454545454545
15,22,37,40.54054054054054,59.45945945945946
43,55,98,43.87755102040816,56.12244897959183
6,10,16,37.5,62.5
8,8,16,50.0,50.0
7,11,18,38.88888888888889,61.111111111111114
28,27,55,50.90909090909091,49.09090909090909
2,5,7,28.57142857142857,71.42857142857143
25,76,101,24.752475247524753,75.24752475247524
9,34,43,20.930232558139537,79.06976744186046
9,20,29,31.03448275862069,68.96551724137932
2,4,6,33.33333333333333,66.66666666666666
6,20,26,23.076923076923077,76.92307692307693
3,16,19,15.789473684210526,84.21052631578947
24,12,36,66.66666666666666,33.33333333333333
3,24,27,11.11111111111111,88.88888888888889
2,29,31,6.451612903225806,93.54838709677419
1,23,24,4.166666666666666,95.83333333333334
76,48,124,61.29032258064516,38.70967741935484
41,67,108,37.96296296296296,62.03703703703704
33,111,144,22.916666666666664,77.08333333333334
31,72,103,30.097087378640776,69.90291262135922
11,33,44,25.0,75.0
2,15,17,11.76470588235294,88.23529411764706
3,11,14,21.428571428571427,78.57142857142857
19,31,50,38.0,62.0
14,8,22,63.63636363636363,36.36363636363637
4,14,18,22.22222222222222,77.77777777777779
7,11,18,38.88888888888889,61.111111111111114
33,21,54,61.111111111111114,38.88888888888889
18,121,139,12.949640287769784,87.05035971223022
7,13,20,35.0,65.0
3,5,8,37.5,62.5
1,12,13,7.6923076923076925,92.3076923076923
3,2,5,60.0,40.0
2,5,7,28.57142857142857,71.42857142857143
28,54,82,34.146341463414636,65.85365853658537
1,7,8,12.5,87.5
2,23,25,8.0,92.0
111,74,185,60.0,40.0
20,182,202,9.900990099009901,90.0990099009901
14,73,87,16.091954022988507,83.9080459770115
0,14,14,0.0,100.0
5,15,20,25.0,75.0
4,4,8,50.0,50.0
5,42,47,10.638297872340425,89.36170212765957
2,16,18,11.11111111111111,88.88888888888889
20,89,109,18.34862385321101,81.65137614678899
8,4,12,66.66666666666666,33.33333333333333
38,83,121,31.40495867768595,68.59504132231406
7,13,20,35.0,65.0
2,11,13,15.384615384615385,84.61538461538461
3,8,11,27.27272727272727,72.72727272727273
6,4,10,60.0,40.0
14,48,62,22.58064516129032,77.41935483870968
2,6,8,25.0,75.0
10,10,20,50.0,50.0
2,4,6,33.33333333333333,66.66666666666666
35,48,83,42.168674698795186,57.831325301204814
23,12,35,65.71428571428571,34.285714285714285
5,17,22,22.727272727272727,77.27272727272727
3,16,19,15.789473684210526,84.21052631578947
9,18,27,33.33333333333333,66.66666666666666
12,8,20,60.0,40.0
1,22,23,4.3478260869565215,95.65217391304348
47,25,72,65.27777777777779,34.72222222222222
10,14,24,41.66666666666667,58.333333333333336
11,19,30,36.666666666666664,63.33333333333333
1,5,6,16.666666666666664,83.33333333333334
13,45,58,22.413793103448278,77.58620689655173
12,14,26,46.15384615384615,53.84615384615385
1,16,17,5.88235294117647,94.11764705882352
28,68,96,29.166666666666668,70.83333333333334
3,11,14,21.428571428571427,78.57142857142857
7,10,17,41.17647058823529,58.82352941176471
54,46,100,54.0,46.0
1,40,41,2.4390243902439024,97.5609756097561
3,7,10,30.0,70.0
14,19,33,42.42424242424242,57.57575757575758
8,15,23,34.78260869565217,65.21739130434783
11,46,57,19.298245614035086,80.7017543859649
10,57,67,14.925373134328357,85.07462686567165
14,52,66,21.21212121212121,78.78787878787878
9,13,22,40.909090909090914,59.09090909090909
50,95,145,34.48275862068966,65.51724137931035
47,24,71,66.19718309859155,33.80281690140845
6,44,50,12.0,88.0
71,76,147,48.29931972789115,51.70068027210885
53,130,183,28.96174863387978,71.03825136612022
46,53,99,46.464646464646464,53.535353535353536
40,55,95,42.10526315789473,57.89473684210527
2,4,6,33.33333333333333,66.66666666666666
13,16,29,44.827586206896555,55.172413793103445
46,83,129,35.65891472868217,64.34108527131784
3,3,6,50.0,50.0
7,9,16,43.75,56.25
20,43,63,31.746031746031743,68.25396825396825
1,10,11,9.090909090909092,90.9090909090909
6,3,9,66.66666666666666,33.33333333333333
5,13,18,27.77777777777778,72.22222222222221
18,76,94,19.148936170212767,80.85106382978722
21,49,70,30.0,70.0
1,8,9,11.11111111111111,88.88888888888889
13,58,71,18.30985915492958,81.69014084507043
32,22,54,59.25925925925925,40.74074074074074
20,38,58,34.48275862068966,65.51724137931035
19,53,72,26.38888888888889,73.61111111111111
31,42,73,42.465753424657535,57.534246575342465
7,5,12,58.333333333333336,41.66666666666667
4,38,42,9.523809523809524,90.47619047619048
5,15,20,25.0,75.0
6,49,55,10.909090909090908,89.0909090909091
14,72,86,16.27906976744186,83.72093023255815
6,2,8,75.0,25.0
13,41,54,24.074074074074073,75.92592592592592
4,36,40,10.0,90.0
4,27,31,12.903225806451612,87.09677419354838
21,142,163,12.883435582822086,87.11656441717791
7,19,26,26.923076923076923,73.07692307692307
5,35,40,12.5,87.5
1,7,8,12.5,87.5
4,11,15,26.666666666666668,73.33333333333333
5,13,18,27.77777777777778,72.22222222222221
36,178,214,16.822429906542055,83.17757009345794
8,5,13,61.53846153846154,38.46153846153847
4,7,11,36.36363636363637,63.63636363636363
4,65,69,5.797101449275362,94.20289855072464
0,7,7,0.0,100.0
0,10,10,0.0,100.0
5,40,45,11.11111111111111,88.88888888888889
1,5,6,16.666666666666664,83.33333333333334
13,12,25,52.0,48.0
4,20,24,16.666666666666664,83.33333333333334
11,18,29,37.93103448275862,62.06896551724138
11,46,57,19.298245614035086,80.7017543859649
18,79,97,18.556701030927837,81.44329896907216
19,116,135,14.074074074074074,85.92592592592592
45,161,206,21.844660194174757,78.15533980582524
59,59,118,50.0,50.0
43,95,138,31.15942028985507,68.84057971014492
7,8,15,46.666666666666664,53.333333333333336
17,39,56,30.357142857142854,69.64285714285714
15,31,46,32.608695652173914,67.3913043478261
5,26,31,16.129032258064516,83.87096774193549
0,8,8,0.0,100.0
42,35,77,54.54545454545454,45.45454545454545
23,88,111,20.72072072072072,79.27927927927928
11,11,22,50.0,50.0
33,114,147,22.448979591836736,77.55102040816327
9,37,46,19.565217391304348,80.43478260869566
38,97,135,28.14814814814815,71.85185185185186
26,31,57,45.614035087719294,54.385964912280706
0,8,8,0.0,100.0
5,22,27,18.51851851851852,81.48148148148148
3,7,10,30.0,70.0
33,53,86,38.372093023255815,61.627906976744185
4,13,17,23.52941176470588,76.47058823529412
3,4,7,42.857142857142854,57.14285714285714
14,93,107,13.084112149532709,86.91588785046729
20,10,30,66.66666666666666,33.33333333333333
3,8,11,27.27272727272727,72.72727272727273
30,29,59,50.847457627118644,49.152542372881356
