Negative,Positive,All,negative_perc,positive_perc
5,25,30,16.666666666666664,83.33333333333334
4,9,13,30.76923076923077,69.23076923076923
12,46,58,20.689655172413794,79.3103448275862
6,15,21,28.57142857142857,71.42857142857143
2,37,39,5.128205128205128,94.87179487179486
7,66,73,9.58904109589041,90.41095890410958
4,22,26,15.384615384615385,84.61538461538461
4,13,17,23.52941176470588,76.47058823529412
6,36,42,14.285714285714285,85.71428571428571
10,8,18,55.55555555555556,44.44444444444444
28,162,190,14.736842105263156,85.26315789473684
9,26,35,25.71428571428571,74.28571428571429
3,13,16,18.75,81.25
3,10,13,23.076923076923077,76.92307692307693
0,22,22,0.0,100.0
4,16,20,20.0,80.0
2,27,29,6.896551724137931,93.10344827586206
26,119,145,17.93103448275862,82.06896551724138
18,27,45,40.0,60.0
19,55,74,25.675675675675674,74.32432432432432
7,36,43,16.27906976744186,83.72093023255815
4,18,22,18.181818181818183,81.81818181818183
12,41,53,22.641509433962266,77.35849056603774
7,20,27,25.925925925925924,74.07407407407408
2,33,35,5.714285714285714,94.28571428571428
5,26,31,16.129032258064516,83.87096774193549
8,24,32,25.0,75.0
4,40,44,9.090909090909092,90.9090909090909
53,142,195,27.17948717948718,72.82051282051282
2,18,20,10.0,90.0
19,54,73,26.027397260273972,73.97260273972603
24,31,55,43.63636363636363,56.36363636363636
10,44,54,18.51851851851852,81.48148148148148
10,61,71,14.084507042253522,85.91549295774648
3,19,22,13.636363636363635,86.36363636363636
3,19,22,13.636363636363635,86.36363636363636
5,25,30,16.666666666666664,83.33333333333334
20,219,239,8.368200836820083,91.63179916317992
43,112,155,27.741935483870968,72.25806451612902
58,202,260,22.30769230769231,77.6923076923077
8,103,111,7.207207207207207,92.7927927927928
2,16,18,11.11111111111111,88.88888888888889
6,14,20,30.0,70.0
1,20,21,4.761904761904762,95.23809523809523
2,22,24,8.333333333333332,91.66666666666666
49,82,131,37.404580152671755,62.59541984732825
8,44,52,15.384615384615385,84.61538461538461
4,12,16,25.0,75.0
58,66,124,46.774193548387096,53.2258064516129
37,166,203,18.226600985221676,81.77339901477832
29,184,213,13.615023474178404,86.3849765258216
19,74,93,20.43010752688172,79.56989247311827
60,86,146,41.0958904109589,58.9041095890411
29,76,105,27.61904761904762,72.38095238095238
34,94,128,26.5625,73.4375
70,113,183,38.25136612021858,61.74863387978142
49,177,226,21.68141592920354,78.31858407079646
55,52,107,51.4018691588785,48.598130841121495
41,61,102,40.19607843137255,59.80392156862745
16,12,28,57.14285714285714,42.857142857142854
3,10,13,23.076923076923077,76.92307692307693
4,15,19,21.052631578947366,78.94736842105263
6,17,23,26.08695652173913,73.91304347826086
75,94,169,44.37869822485207,55.62130177514793
2,29,31,6.451612903225806,93.54838709677419
1,13,14,7.142857142857142,92.85714285714286
45,87,132,34.090909090909086,65.9090909090909
4,15,19,21.052631578947366,78.94736842105263
5,21,26,19.230769230769234,80.76923076923077
6,20,26,23.076923076923077,76.92307692307693
39,55,94,41.48936170212766,58.51063829787234
21,107,128,16.40625,83.59375
41,46,87,47.12643678160919,52.87356321839081
23,70,93,24.731182795698924,75.26881720430107
7,9,16,43.75,56.25
14,92,106,13.20754716981132,86.79245283018868
32,157,189,16.93121693121693,83.06878306878306
28,26,54,51.85185185185185,48.148148148148145
18,77,95,18.947368421052634,81.05263157894737
44,158,202,21.782178217821784,78.21782178217822
3,13,16,18.75,81.25
31,20,51,60.78431372549019,39.21568627450981
34,29,63,53.96825396825397,46.03174603174603
34,68,102,33.33333333333333,66.66666666666666
13,35,48,27.083333333333332,72.91666666666666
46,53,99,46.464646464646464,53.535353535353536
64,47,111,57.65765765765766,42.34234234234234
28,104,132,21.21212121212121,78.78787878787878
17,57,74,22.972972972972975,77.02702702702703
0,18,18,0.0,100.0
59,42,101,58.415841584158414,41.584158415841586
14,58,72,19.444444444444446,80.55555555555556
27,96,123,21.951219512195124,78.04878048780488
44,20,64,68.75,31.25
40,61,101,39.603960396039604,60.396039603960396
9,59,68,13.23529411764706,86.76470588235294
40,135,175,22.857142857142858,77.14285714285715
24,43,67,35.82089552238806,64.17910447761194
32,65,97,32.98969072164948,67.0103092783505
64,91,155,41.29032258064516,58.70967741935483
23,156,179,12.849162011173185,87.15083798882681
41,83,124,33.064516129032256,66.93548387096774
34,63,97,35.051546391752574,64.94845360824742
63,74,137,45.98540145985402,54.01459854014598
67,182,249,26.907630522088354,73.09236947791165
14,20,34,41.17647058823529,58.82352941176471
2,35,37,5.405405405405405,94.5945945945946
13,47,60,21.666666666666668,78.33333333333333
13,15,28,46.42857142857143,53.57142857142857
9,15,24,37.5,62.5
32,51,83,38.55421686746988,61.44578313253012
10,17,27,37.03703703703704,62.96296296296296
6,16,22,27.27272727272727,72.72727272727273
3,27,30,10.0,90.0
21,22,43,48.837209302325576,51.162790697674424
7,17,24,29.166666666666668,70.83333333333334
17,32,49,34.69387755102041,65.3061224489796
9,8,17,52.94117647058824,47.05882352941176
2,4,6,33.33333333333333,66.66666666666666
24,27,51,47.05882352941176,52.94117647058824
12,7,19,63.1578947368421,36.84210526315789
30,50,80,37.5,62.5
63,57,120,52.5,47.5
46,232,278,16.546762589928058,83.45323741007195
21,138,159,13.20754716981132,86.79245283018868
34,91,125,27.200000000000003,72.8
11,60,71,15.492957746478872,84.50704225352112
44,95,139,31.654676258992804,68.34532374100719
27,162,189,14.285714285714285,85.71428571428571
19,59,78,24.358974358974358,75.64102564102564
31,161,192,16.145833333333336,83.85416666666666
14,129,143,9.79020979020979,90.20979020979021
4,71,75,5.333333333333334,94.66666666666667
2,48,50,4.0,96.0
7,21,28,25.0,75.0
7,33,40,17.5,82.5
31,217,248,12.5,87.5
26,73,99,26.262626262626267,73.73737373737373
16,30,46,34.78260869565217,65.21739130434783
5,27,32,15.625,84.375
2,20,22,9.090909090909092,90.9090909090909
55,160,215,25.581395348837212,74.4186046511628
1,21,22,4.545454545454546,95.45454545454545
18,21,39,46.15384615384615,53.84615384615385
31,116,147,21.08843537414966,78.91156462585033
47,41,88,53.40909090909091,46.590909090909086
7,24,31,22.58064516129032,77.41935483870968
7,24,31,22.58064516129032,77.41935483870968
23,65,88,26.136363636363637,73.86363636363636
2,12,14,14.285714285714285,85.71428571428571
45,94,139,32.37410071942446,67.62589928057554
21,97,118,17.796610169491526,82.20338983050848
32,201,233,13.733905579399142,86.26609442060087
47,128,175,26.857142857142858,73.14285714285714
67,163,230,29.130434782608695,70.86956521739131
42,122,164,25.609756097560975,74.39024390243902
3,31,34,8.823529411764707,91.17647058823529
8,16,24,33.33333333333333,66.66666666666666
26,91,117,22.22222222222222,77.77777777777779
6,25,31,19.35483870967742,80.64516129032258
3,17,20,15.0,85.0
0,22,22,0.0,100.0
33,70,103,32.038834951456316,67.96116504854369
7,27,34,20.588235294117645,79.41176470588235
37,97,134,27.611940298507463,72.38805970149254
42,159,201,20.8955223880597,79.1044776119403
12,28,40,30.0,70.0
2,25,27,7.4074074074074066,92.5925925925926
54,140,194,27.835051546391753,72.16494845360825
93,132,225,41.333333333333336,58.666666666666664
46,208,254,18.11023622047244,81.88976377952756
38,172,210,18.095238095238095,81.9047619047619
66,112,178,37.07865168539326,62.92134831460674
39,209,248,15.725806451612904,84.2741935483871
4,21,25,16.0,84.0
5,12,17,29.411764705882355,70.58823529411765
0,17,17,0.0,100.0
5,44,49,10.204081632653061,89.79591836734694
21,114,135,15.555555555555555,84.44444444444444
55,60,115,47.82608695652174,52.17391304347826
12,10,22,54.54545454545454,45.45454545454545
74,62,136,54.41176470588235,45.588235294117645
57,66,123,46.34146341463415,53.65853658536586
37,90,127,29.133858267716533,70.86614173228347
4,35,39,10.256410256410255,89.74358974358975
11,146,157,7.006369426751593,92.99363057324841
79,80,159,49.685534591194966,50.314465408805034
2,16,18,11.11111111111111,88.88888888888889
3,17,20,15.0,85.0
24,119,143,16.783216783216783,83.21678321678321
31,26,57,54.385964912280706,45.614035087719294
1,9,10,10.0,90.0
39,44,83,46.98795180722892,53.01204819277109
41,57,98,41.83673469387755,58.16326530612245
47,83,130,36.15384615384615,63.84615384615384
36,51,87,41.37931034482759,58.620689655172406
30,94,124,24.193548387096776,75.80645161290323
2,20,22,9.090909090909092,90.9090909090909
3,15,18,16.666666666666664,83.33333333333334
34,107,141,24.113475177304963,75.88652482269504
16,27,43,37.2093023255814,62.7906976744186
55,97,152,36.18421052631579,63.81578947368421
6,10,16,37.5,62.5
5,15,20,25.0,75.0
1,10,11,9.090909090909092,90.9090909090909
12,28,40,30.0,70.0
10,27,37,27.027027027027028,72.97297297297297
76,136,212,35.84905660377358,64.15094339622641
39,101,140,27.857142857142858,72.14285714285714
54,101,155,34.83870967741935,65.16129032258064
38,42,80,47.5,52.5
41,35,76,53.94736842105263,46.05263157894737
32,72,104,30.76923076923077,69.23076923076923
54,75,129,41.86046511627907,58.139534883720934
87,70,157,55.4140127388535,44.5859872611465
45,116,161,27.95031055900621,72.04968944099379
14,144,158,8.860759493670885,91.13924050632912
111,78,189,58.730158730158735,41.269841269841265
67,83,150,44.666666666666664,55.333333333333336
54,145,199,27.1356783919598,72.8643216080402
33,116,149,22.14765100671141,77.85234899328859
54,74,128,42.1875,57.8125
44,152,196,22.448979591836736,77.55102040816327
28,46,74,37.83783783783784,62.16216216216216
92,146,238,38.655462184873954,61.34453781512605
49,206,255,19.215686274509807,80.7843137254902
5,18,23,21.73913043478261,78.26086956521739
58,110,168,34.523809523809526,65.47619047619048
30,117,147,20.408163265306122,79.59183673469387
17,37,54,31.48148148148148,68.51851851851852
43,144,187,22.994652406417114,77.00534759358288
9,26,35,25.71428571428571,74.28571428571429
6,16,22,27.27272727272727,72.72727272727273
4,10,14,28.57142857142857,71.42857142857143
8,24,32,25.0,75.0
47,125,172,27.325581395348834,72.67441860465115
85,110,195,43.58974358974359,56.41025641025641
76,50,126,60.317460317460316,39.682539682539684
42,96,138,30.434782608695656,69.56521739130434
3,3,6,50.0,50.0
2,34,36,5.555555555555555,94.44444444444444
5,23,28,17.857142857142858,82.14285714285714
4,23,27,14.814814814814813,85.18518518518519
1,20,21,4.761904761904762,95.23809523809523
6,13,19,31.57894736842105,68.42105263157895
3,12,15,20.0,80.0
21,180,201,10.44776119402985,89.55223880597015
4,20,24,16.666666666666664,83.33333333333334
24,97,121,19.834710743801654,80.16528925619835
44,98,142,30.985915492957744,69.01408450704226
19,117,136,13.970588235294118,86.02941176470588
39,79,118,33.05084745762712,66.94915254237289
47,65,112,41.964285714285715,58.03571428571429
34,55,89,38.20224719101123,61.79775280898876
40,24,64,62.5,37.5
16,107,123,13.008130081300814,86.99186991869918
23,61,84,27.380952380952383,72.61904761904762
14,26,40,35.0,65.0
10,15,25,40.0,60.0
5,31,36,13.88888888888889,86.11111111111111
1,23,24,4.166666666666666,95.83333333333334
1,12,13,7.6923076923076925,92.3076923076923
4,28,32,12.5,87.5
35,51,86,40.69767441860465,59.30232558139535
80,64,144,55.55555555555556,44.44444444444444
48,31,79,60.75949367088608,39.24050632911392
8,32,40,20.0,80.0
16,122,138,11.594202898550725,88.40579710144928
51,200,251,20.318725099601593,79.6812749003984
49,170,219,22.37442922374429,77.6255707762557
38,98,136,27.941176470588236,72.05882352941177
53,133,186,28.49462365591398,71.50537634408603
10,43,53,18.867924528301888,81.13207547169812
56,39,95,58.94736842105262,41.05263157894737
56,91,147,38.095238095238095,61.904761904761905
66,132,198,33.33333333333333,66.66666666666666
64,118,182,35.16483516483517,64.83516483516483
55,82,137,40.14598540145985,59.854014598540154
0,24,24,0.0,100.0
18,17,35,51.42857142857142,48.57142857142857
4,25,29,13.793103448275861,86.20689655172413
4,21,25,16.0,84.0
28,220,248,11.29032258064516,88.70967741935483
34,48,82,41.46341463414634,58.536585365853654
5,9,14,35.714285714285715,64.28571428571429
44,87,131,33.587786259541986,66.41221374045801
17,23,40,42.5,57.49999999999999
37,27,64,57.8125,42.1875
50,110,160,31.25,68.75
27,25,52,51.92307692307693,48.07692307692308
34,45,79,43.037974683544306,56.9620253164557
1,4,5,20.0,80.0
8,30,38,21.052631578947366,78.94736842105263
58,100,158,36.708860759493675,63.29113924050633
30,57,87,34.48275862068966,65.51724137931035
62,144,206,30.097087378640776,69.90291262135922
47,145,192,24.479166666666664,75.52083333333334
5,20,25,20.0,80.0
6,31,37,16.216216216216218,83.78378378378379
1,16,17,5.88235294117647,94.11764705882352
9,33,42,21.428571428571427,78.57142857142857
31,103,134,23.134328358208954,76.86567164179104
11,47,58,18.96551724137931,81.03448275862068
32,75,107,29.906542056074763,70.09345794392523
1,20,21,4.761904761904762,95.23809523809523
36,130,166,21.686746987951807,78.3132530120482
68,111,179,37.988826815642454,62.01117318435754
49,125,174,28.160919540229884,71.83908045977012
63,92,155,40.64516129032258,59.354838709677416
48,51,99,48.484848484848484,51.515151515151516
53,97,150,35.333333333333336,64.66666666666666
14,7,21,66.66666666666666,33.33333333333333
1,40,41,2.4390243902439024,97.5609756097561
17,53,70,24.285714285714285,75.71428571428571
10,71,81,12.345679012345679,87.65432098765432
34,68,102,33.33333333333333,66.66666666666666
70,44,114,61.40350877192983,38.59649122807017
17,52,69,24.637681159420293,75.36231884057972
21,54,75,28.000000000000004,72.0
22,75,97,22.68041237113402,77.31958762886599
16,139,155,10.32258064516129,89.6774193548387
32,83,115,27.82608695652174,72.17391304347827
20,89,109,18.34862385321101,81.65137614678899
18,98,116,15.517241379310345,84.48275862068965
22,48,70,31.428571428571427,68.57142857142857
21,152,173,12.138728323699421,87.86127167630057
23,117,140,16.428571428571427,83.57142857142857
47,31,78,60.256410256410255,39.743589743589745
8,19,27,29.629629629629626,70.37037037037037
3,21,24,12.5,87.5
2,6,8,25.0,75.0
24,20,44,54.54545454545454,45.45454545454545
33,75,108,30.555555555555557,69.44444444444444
3,15,18,16.666666666666664,83.33333333333334
4,18,22,18.181818181818183,81.81818181818183
7,14,21,33.33333333333333,66.66666666666666
39,66,105,37.142857142857146,62.857142857142854
66,107,173,38.15028901734104,61.849710982658955
14,14,28,50.0,50.0
42,34,76,55.26315789473685,44.73684210526316
3,22,25,12.0,88.0
5,16,21,23.809523809523807,76.19047619047619
4,23,27,14.814814814814813,85.18518518518519
18,65,83,21.686746987951807,78.3132530120482
4,24,28,14.285714285714285,85.71428571428571
44,133,177,24.858757062146893,75.14124293785311
39,41,80,48.75,51.24999999999999
25,29,54,46.2962962962963,53.70370370370371
80,72,152,52.63157894736842,47.368421052631575
1,15,16,6.25,93.75
26,130,156,16.666666666666664,83.33333333333334
1,20,21,4.761904761904762,95.23809523809523
44,66,110,40.0,60.0
2,16,18,11.11111111111111,88.88888888888889
24,119,143,16.783216783216783,83.21678321678321
36,176,212,16.9811320754717,83.01886792452831
44,76,120,36.666666666666664,63.33333333333333
23,105,128,17.96875,82.03125
2,18,20,10.0,90.0
71,50,121,58.67768595041323,41.32231404958678
37,76,113,32.743362831858406,67.2566371681416
1,25,26,3.8461538461538463,96.15384615384616
8,18,26,30.76923076923077,69.23076923076923
23,13,36,63.888888888888886,36.11111111111111
72,56,128,56.25,43.75
1,20,21,4.761904761904762,95.23809523809523
5,17,22,22.727272727272727,77.27272727272727
4,21,25,16.0,84.0
78,47,125,62.4,37.6
6,37,43,13.953488372093023,86.04651162790698
49,63,112,43.75,56.25
49,115,164,29.878048780487802,70.1219512195122
36,82,118,30.508474576271187,69.49152542372882
33,59,92,35.869565217391305,64.13043478260869
57,81,138,41.30434782608695,58.69565217391305
36,88,124,29.03225806451613,70.96774193548387
1,21,22,4.545454545454546,95.45454545454545
47,67,114,41.228070175438596,58.77192982456141
50,136,186,26.881720430107524,73.11827956989248
67,247,314,21.337579617834397,78.6624203821656
64,125,189,33.86243386243386,66.13756613756614
79,82,161,49.06832298136646,50.931677018633536
52,159,211,24.644549763033176,75.35545023696683
31,105,136,22.794117647058822,77.20588235294117
13,13,26,50.0,50.0
75,84,159,47.16981132075472,52.83018867924528
15,40,55,27.27272727272727,72.72727272727273
55,109,164,33.53658536585366,66.46341463414635
9,81,90,10.0,90.0
17,27,44,38.63636363636363,61.36363636363637
40,180,220,18.181818181818183,81.81818181818183
55,102,157,35.03184713375796,64.96815286624204
62,124,186,33.33333333333333,66.66666666666666
2,18,20,10.0,90.0
5,70,75,6.666666666666667,93.33333333333333
15,17,32,46.875,53.125
27,47,74,36.486486486486484,63.51351351351351
5,14,19,26.31578947368421,73.68421052631578
59,219,278,21.223021582733814,78.77697841726618
16,12,28,57.14285714285714,42.857142857142854
38,85,123,30.89430894308943,69.10569105691057
3,20,23,13.043478260869565,86.95652173913044
60,148,208,28.846153846153843,71.15384615384616
3,17,20,15.0,85.0
33,80,113,29.20353982300885,70.79646017699115
64,88,152,42.10526315789473,57.89473684210527
5,24,29,17.24137931034483,82.75862068965517
3,13,16,18.75,81.25
7,9,16,43.75,56.25
38,137,175,21.714285714285715,78.28571428571428
12,30,42,28.57142857142857,71.42857142857143
28,115,143,19.58041958041958,80.41958041958041
67,50,117,57.26495726495726,42.73504273504273
8,20,28,28.57142857142857,71.42857142857143
22,68,90,24.444444444444443,75.55555555555556
54,284,338,15.976331360946746,84.02366863905326
162,376,538,30.111524163568777,69.88847583643123
33,105,138,23.91304347826087,76.08695652173914
44,74,118,37.28813559322034,62.71186440677966
19,24,43,44.18604651162791,55.81395348837209
34,22,56,60.71428571428571,39.285714285714285
52,101,153,33.98692810457516,66.01307189542483
9,45,54,16.666666666666664,83.33333333333334
72,134,206,34.95145631067961,65.0485436893204
5,18,23,21.73913043478261,78.26086956521739
64,143,207,30.917874396135264,69.08212560386472
53,75,128,41.40625,58.59375
37,246,283,13.074204946996467,86.92579505300353
44,133,177,24.858757062146893,75.14124293785311
49,97,146,33.56164383561644,66.43835616438356
96,123,219,43.83561643835616,56.16438356164384
45,72,117,38.46153846153847,61.53846153846154
51,26,77,66.23376623376623,33.76623376623377
4,16,20,20.0,80.0
41,177,218,18.807339449541285,81.19266055045871
33,157,190,17.36842105263158,82.63157894736842
27,126,153,17.647058823529413,82.35294117647058
31,94,125,24.8,75.2
26,72,98,26.53061224489796,73.46938775510205
59,119,178,33.146067415730336,66.85393258426966
69,82,151,45.6953642384106,54.3046357615894
17,36,53,32.075471698113205,67.9245283018868
5,30,35,14.285714285714285,85.71428571428571
51,96,147,34.69387755102041,65.3061224489796
7,26,33,21.21212121212121,78.78787878787878
45,167,212,21.22641509433962,78.77358490566037
68,87,155,43.87096774193549,56.12903225806451
1,13,14,7.142857142857142,92.85714285714286
4,19,23,17.391304347826086,82.6086956521739
4,20,24,16.666666666666664,83.33333333333334
40,187,227,17.62114537444934,82.37885462555066
34,165,199,17.08542713567839,82.91457286432161
23,172,195,11.794871794871794,88.2051282051282
28,95,123,22.76422764227642,77.23577235772358
31,15,46,67.3913043478261,32.608695652173914
20,103,123,16.260162601626014,83.73983739837398
30,146,176,17.045454545454543,82.95454545454545
32,25,57,56.14035087719298,43.859649122807014
31,86,117,26.495726495726498,73.50427350427351
58,43,101,57.42574257425742,42.57425742574257
34,165,199,17.08542713567839,82.91457286432161
75,77,152,49.34210526315789,50.6578947368421
44,250,294,14.965986394557824,85.03401360544217
74,140,214,34.57943925233645,65.42056074766354
88,93,181,48.61878453038674,51.38121546961326
88,111,199,44.221105527638194,55.778894472361806
48,148,196,24.489795918367346,75.51020408163265
39,209,248,15.725806451612904,84.2741935483871
74,157,231,32.03463203463203,67.96536796536796
41,99,140,29.28571428571429,70.71428571428572
93,146,239,38.912133891213394,61.08786610878661
60,267,327,18.34862385321101,81.65137614678899
39,229,268,14.55223880597015,85.44776119402985
65,242,307,21.172638436482085,78.82736156351791
8,16,24,33.33333333333333,66.66666666666666
47,259,306,15.359477124183007,84.640522875817
73,117,190,38.421052631578945,61.578947368421055
38,110,148,25.675675675675674,74.32432432432432
3,16,19,15.789473684210526,84.21052631578947
41,145,186,22.043010752688172,77.95698924731182
36,70,106,33.9622641509434,66.0377358490566
5,13,18,27.77777777777778,72.22222222222221
57,90,147,38.775510204081634,61.224489795918366
26,35,61,42.62295081967213,57.377049180327866
39,66,105,37.142857142857146,62.857142857142854
58,59,117,49.572649572649574,50.427350427350426
25,46,71,35.2112676056338,64.7887323943662
73,277,350,20.857142857142858,79.14285714285715
3,29,32,9.375,90.625
37,99,136,27.205882352941174,72.79411764705883
55,164,219,25.11415525114155,74.88584474885845
13,14,27,48.148148148148145,51.85185185185185
65,143,208,31.25,68.75
26,91,117,22.22222222222222,77.77777777777779
23,225,248,9.274193548387096,90.7258064516129
26,151,177,14.689265536723164,85.31073446327684
45,148,193,23.316062176165804,76.68393782383419
69,76,145,47.58620689655172,52.41379310344828
1,19,20,5.0,95.0
10,69,79,12.658227848101266,87.34177215189874
4,26,30,13.333333333333334,86.66666666666667
45,118,163,27.607361963190186,72.39263803680981
14,121,135,10.37037037037037,89.62962962962962
18,70,88,20.454545454545457,79.54545454545455
50,161,211,23.696682464454977,76.30331753554502
42,61,103,40.77669902912621,59.22330097087378
66,77,143,46.15384615384615,53.84615384615385
74,93,167,44.31137724550898,55.688622754491014
3,22,25,12.0,88.0
22,80,102,21.568627450980394,78.43137254901961
53,22,75,70.66666666666667,29.333333333333332
29,49,78,37.17948717948718,62.82051282051282
47,116,163,28.834355828220858,71.16564417177914
33,113,146,22.602739726027394,77.3972602739726
31,36,67,46.26865671641791,53.73134328358209
7,35,42,16.666666666666664,83.33333333333334
88,91,179,49.162011173184354,50.83798882681564
166,435,601,27.620632279534107,72.3793677204659
58,123,181,32.04419889502763,67.95580110497238
52,73,125,41.6,58.4
49,161,210,23.333333333333332,76.66666666666667
32,116,148,21.62162162162162,78.37837837837837
10,13,23,43.47826086956522,56.52173913043478
54,52,106,50.943396226415096,49.056603773584904
14,43,57,24.561403508771928,75.43859649122807
133,117,250,53.2,46.800000000000004
48,124,172,27.906976744186046,72.09302325581395
12,44,56,21.428571428571427,78.57142857142857
21,59,80,26.25,73.75
108,171,279,38.70967741935484,61.29032258064516
59,101,160,36.875,63.125
14,81,95,14.736842105263156,85.26315789473684
15,29,44,34.090909090909086,65.9090909090909
8,92,100,8.0,92.0
1,6,7,14.285714285714285,85.71428571428571
11,67,78,14.102564102564102,85.8974358974359
18,69,87,20.689655172413794,79.3103448275862
12,22,34,35.294117647058826,64.70588235294117
12,26,38,31.57894736842105,68.42105263157895
4,50,54,7.4074074074074066,92.5925925925926
13,11,24,54.166666666666664,45.83333333333333
32,82,114,28.07017543859649,71.9298245614035
107,134,241,44.398340248962654,55.601659751037346
8,13,21,38.095238095238095,61.904761904761905
15,72,87,17.24137931034483,82.75862068965517
14,80,94,14.893617021276595,85.1063829787234
60,50,110,54.54545454545454,45.45454545454545
37,187,224,16.517857142857142,83.48214285714286
1,19,20,5.0,95.0
6,26,32,18.75,81.25
63,156,219,28.767123287671232,71.23287671232876
8,24,32,25.0,75.0
85,129,214,39.719626168224295,60.280373831775705
42,154,196,21.428571428571427,78.57142857142857
10,15,25,40.0,60.0
62,95,157,39.490445859872615,60.509554140127385
13,8,21,61.904761904761905,38.095238095238095
39,67,106,36.79245283018868,63.20754716981132
13,44,57,22.807017543859647,77.19298245614034
107,186,293,36.51877133105802,63.48122866894198
26,22,48,54.166666666666664,45.83333333333333
41,99,140,29.28571428571429,70.71428571428572
35,33,68,51.470588235294116,48.529411764705884
45,83,128,35.15625,64.84375
39,227,266,14.661654135338345,85.33834586466166
34,35,69,49.275362318840585,50.72463768115942
36,52,88,40.909090909090914,59.09090909090909
57,122,179,31.843575418994412,68.15642458100558
42,33,75,56.00000000000001,44.0
31,61,92,33.69565217391305,66.30434782608695
62,92,154,40.25974025974026,59.74025974025974
41,62,103,39.80582524271845,60.19417475728155
33,195,228,14.473684210526317,85.52631578947368
42,65,107,39.25233644859813,60.747663551401864
43,157,200,21.5,78.5
74,98,172,43.02325581395349,56.97674418604651
17,14,31,54.83870967741935,45.16129032258064
68,306,374,18.181818181818183,81.81818181818183
39,23,62,62.903225806451616,37.096774193548384
89,50,139,64.02877697841727,35.97122302158273
36,38,74,48.64864864864865,51.35135135135135
19,39,58,32.758620689655174,67.24137931034483
23,17,40,57.49999999999999,42.5
5,16,21,23.809523809523807,76.19047619047619
43,186,229,18.777292576419214,81.22270742358079
63,139,202,31.18811881188119,68.8118811881188
24,55,79,30.37974683544304,69.62025316455697
38,40,78,48.717948717948715,51.28205128205128
5,26,31,16.129032258064516,83.87096774193549
11,155,166,6.626506024096386,93.37349397590361
44,94,138,31.88405797101449,68.11594202898551
56,59,115,48.69565217391305,51.30434782608696
20,80,100,20.0,80.0
